broker_folder,markdown_file,document_sha1,processed_at,raw_json_path,broker_name,publish_date,announcement_stage,procurement_category,project_subcategory,project_name,procurement_method,procurement_action,procurement_scope_summary,budget_amount_yuan,ceiling_price_yuan,winning_amount_yuan,bid_deadline_at,service_period_months,delivery_period_days,winning_supplier
citic_securities,bc49ec8f0f7cf3f35d69f40a.md,88371da4adc0af9b4c24c5fd7e9e7eaca1fca07e,2026-06-25T08:25:12.458652+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\bc49ec8f0f7cf3f35d69f40a.json,中信证券,2026-05-20,结果公示,IT软硬件,IT运维与外包,浙江分公司温岭万昌中路证券营业部关于经营场所迁址立项的请示,竞争性磋商,,,,,,,,,浙江威星电子系统软件股份有限公司
citic_securities,bc6b20a48caba18258c49990.md,e64468f2da6e0b542c255aba160516426d444f74,2026-06-25T08:25:12.462285+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\bc6b20a48caba18258c49990.json,中信期货,2026-06-03,结果公示,IT软硬件,网络与信息安全,分支机构组网设备2026年老旧替换项目采购,询价,,,,,,,,,深圳市桑威科技有限公司
citic_securities,bcc1dd1e19a3732e688d74f8.md,a87d6a6d30fb08eda76806860c2085dab693b380,2026-06-25T08:25:12.461434+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\bcc1dd1e19a3732e688d74f8.json,中信期货,2026-04-29,结果公示,专业及金融服务,营销与投研数据,中信期货2026年银行间债券实时非展示行情服务采购项目,单一来源,,,,,,,,,宁波森浦信息技术有限公司
citic_securities,bebe4e99fa1e99c1ee459c25.md,a5ee8f68dd54d33d5266f69cc29c78bce3f0fc39,2026-06-25T08:25:12.463898+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\bebe4e99fa1e99c1ee459c25.json,中信证券,2026-04-01,结果公示,IT软硬件,IT运维与外包,关于RPA平台授权及驻场支持服务项目的采购请示,单一来源,,,,,,,,,珠海金智维人工智能股份有限公司
citic_securities,c100779fbd6826130f9242f8.md,1c5541684d1ce68d022aee7b122b1f6579350583,2026-06-25T08:25:12.463789+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\c100779fbd6826130f9242f8.json,中信证券,2026-06-18,结果公示,IT软硬件,业务系统与软件,关于异常交易监控系统2026年优化及维护的采购申请,单一来源,,,,,,,,,恒生电子股份有限公司
citic_securities,c26ce0699551990be7969956.md,55b0baa7c2995c745b1bd195d1c9cd114db8f713,2026-06-25T08:25:12.469879+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\c26ce0699551990be7969956.json,中信证券,,采购招标,IT软硬件,业务系统与软件,中信证券股份有限公司智能获客管理平台项目,公开招标,,,,,,,,,
citic_securities,c28b112c2ff828f26965b2a0.md,8521312198055a769ad0d80ac78bc1328a2be843,2026-06-25T08:25:12.465706+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\c28b112c2ff828f26965b2a0.json,中信证券,,采购招标,IT软硬件,业务系统与软件,中信证券股份有限公司企点商通数据接口开发服务采购项目,,,,,,,,,,
citic_securities,c3012a0a67bdafb3f5821cad.md,4c8f5fb6f5f53fd7117c61b174c61c47632f99ee,2026-06-25T08:25:12.470872+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\c3012a0a67bdafb3f5821cad.json,中信证券,2026-06-04,结果公示,其他,行政与办公后勤,关于公司新租办公区（瑞城商业中心）软装家具及一层员工椅、会议家具、更衣柜采购立项的请示,竞争性磋商,,,,,,,,,科尔卡诺集团有限公司
citic_securities,c418e62f3681a8bb4b13db12.md,dd7be3459e4caa1eebe0b0437602c1f68d878f9a,2026-06-25T08:25:12.466369+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\c418e62f3681a8bb4b13db12.json,中信证券,2026-06-16,结果公示,其他,行政与办公后勤,关于公司总部茶水间矿泉水服务商采购的立项申请,竞争性磋商,,,,,,,,,北京盛鸿圆商贸有限公司
citic_securities,c517b77705eff7956d526dc7.md,90b391dd091fb1cf69b74c26de6d054a8ea0d77a,2026-06-25T08:25:12.466419+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\c517b77705eff7956d526dc7.json,中信期货,2026-05-28,结果公示,IT软硬件,基础算力与云存储,关于向上海联通采购线路升速的申请,单一来源,,,,,,,,,中国联合网络通信有限公司上海市分公司
citic_securities,c8fe68cb8357ad9e75191357.md,37e5b6c479bf910a57eb82234f0b3bdf96e627c0,2026-06-25T08:25:12.468782+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\c8fe68cb8357ad9e75191357.json,中信证券,2026-04-30,结果公示,IT软硬件,业务系统与软件,关于资管反洗钱系统信创改造项目采购的请示,单一来源,,,,,,,,,恒生电子股份有限公司
citic_securities,cda034d9a338e169fd6b1486.md,ec5f9542c685968c68ae86d00c68aff2899d2326,2026-06-25T08:25:12.468324+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\cda034d9a338e169fd6b1486.json,中信期货,2026-04-16,结果公示,IT软硬件,网络与信息安全,关于采购上海地区第一批上期所报盘线路,单一来源,,,,,,,,,中国联合网络通信有限公司上海市分公司;中国移动通信集团上海有限公司
citic_securities,d0dedbc75f563c2d81f6bb72.md,2a92d0bea205ebd6b8a2d26cdbd1b10181652fe5,2026-06-25T08:25:12.469765+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\d0dedbc75f563c2d81f6bb72.json,中信证券,2026-04-17,结果公示,IT软硬件,IT运维与外包,关于2026年移动终端兼容性测试与远程真机调测服务项目采购的请示,竞争性磋商,,,,,,,,,北京云测信息技术有限公司;上海泽众软件科技有限公司;
citic_securities,d2e2c2d9e51ad867271df8e0.md,c367c6f0b78d6f659f88586bf23da8121e517973,2026-06-25T08:25:12.470585+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\d2e2c2d9e51ad867271df8e0.json,中信证券,2026-04-28,结果公示,专业及金融服务,法律与合规服务,关于公司境内外常年法律顾问选聘的立项申请,竞争性磋商,,,,,,,,,高伟绅律师事务所北京代表处
citic_securities,d3f9397b380e4a87dcd4ab8d.md,07b8080ae41c3f2144744707d4eded5b8313135b,2026-06-25T08:25:12.470468+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\d3f9397b380e4a87dcd4ab8d.json,中信期货,2026-06-16,结果公示,专业及金融服务,营销与投研数据,钢联数据源2026年续采项目,单一来源,,,,,,,,,上海钢联电子商务股份有限公司
citic_securities,d4dd36b2f86a138c1a61ba2e.md,36426bac77d9e633e2ed71c8e218215f8192088d,2026-06-25T08:25:12.472077+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\d4dd36b2f86a138c1a61ba2e.json,中信证券,2026-04-23,结果公示,IT软硬件,IT运维与外包,关于终端管理系统采购与续约采购的请示,竞争性磋商,,,,,,,,,北京祥云天地科技有限公司
citic_securities,d61d05a0ef16978a6992ddc6.md,ce60af72c74f71059f73f8fa7216a1615beec0cc,2026-06-25T08:25:12.474462+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\d61d05a0ef16978a6992ddc6.json,中信期货,2026-03-30,结果公示,IT软硬件,IT运维与外包,IT项目管理系统2026年维护项目,单一来源,,,,,,,,,北京神州数字科技有限公司
citic_securities,d6d1cc513bf6e71192ae968c.md,317a83e22900cf60523c4c9e63a530652e5d10a2,2026-06-25T08:25:12.477343+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\d6d1cc513bf6e71192ae968c.json,中信期货,2026-05-15,结果公示,IT软硬件,网络与信息安全,网络安全等级保护2026年测评项目采购申请,竞争性磋商,,,,,,,,,深圳市网安计算机安全检测技术有限公司
citic_securities,d6e03559bb5b3c1c7fdda2ef.md,f1fdc16e2c579a50bad008e4873f50f4870b100a,2026-06-25T08:25:12.477917+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\d6e03559bb5b3c1c7fdda2ef.json,中信证券,2026-04-08,结果公示,专业及金融服务,营销与投研数据,单一来源采购IQVIA全球医药数据库的请示,单一来源,,,,,,,,,艾昆纬企业管理咨询（上海）有限公司
citic_securities,d885c88abdfc6e4c6f6bc7ca.md,acca10568fba4989b0d859a9e3033d5841a3da40,2026-06-25T08:25:12.477970+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\d885c88abdfc6e4c6f6bc7ca.json,中信证券,2026-05-12,结果公示,其他,工程装修与物业,浙江分公司台州分公司关于办公场地全面改造的立项申请,竞争性磋商,,,,,,,,,浙江威勒智能科技有限公司
citic_securities,dc92bf651c9a30419ddf9fb0.md,6fbcd6f20634dbd1ae17bbeef0f86f12a1b8f79a,2026-06-25T08:25:12.479146+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\dc92bf651c9a30419ddf9fb0.json,中信证券,2026-06-03,结果公示,IT软硬件,网络与信息安全,关于清北新增关基互联网采购项目的采购申请,竞争性磋商,,,,,,,,,中国移动通信集团北京有限公司
citic_securities,dd2a8f366889e01dff499156.md,627139aafed7111c3514776e2dbc7f483194f3d7,2026-06-25T08:25:12.481709+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\dd2a8f366889e01dff499156.json,中信证券,2026-05-12,结果公示,IT软硬件,基础算力与云存储,关于股衍CSMM做市系统存储扩容采购的请示,竞争性磋商,,,,,,,,,北京先进数通信息技术股份公司
citic_securities,dd39187e3519315a2ad3ce0d.md,b5dcf7855982680f9fd19a97010d6ced5a8fd06e,2026-06-25T08:25:12.478611+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\dd39187e3519315a2ad3ce0d.json,中信证券,2026-03-25,结果公示,其他,工程装修与物业,关于瑞城商业中心扶梯更新改造的采购立项请示,单一来源,,,,,,,,,迅达（中国）电梯有限公司
citic_securities,ddb66365d2d2cb3dcecbe3da.md,6b5cdfc3d2514d041d096fb3ac4f3d3fe053d4f1,2026-06-25T08:25:12.484079+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\ddb66365d2d2cb3dcecbe3da.json,中信证券,2026-05-28,结果公示,IT软硬件,业务系统与软件,关于综合办公平台架构升级项目软件许可及实施服务采购的请示,单一来源,,,,,,,,,深圳市蓝凌软件股份有限公司
citic_securities,e045e2a655437abf2e3412d9.md,aff0e16fd305c08bf9ccb4cc4f0e1673377b438f,2026-06-25T08:25:12.482890+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\e045e2a655437abf2e3412d9.json,中信期货,2026-05-28,结果公示,IT软硬件,基础算力与云存储,关于向上海联通采购线路的申请,单一来源,,,,,,,,,中国联合网络通信有限公司上海市分公司
citic_securities,e366c467d86d7b20867326f9.md,11f6be035c19fff7076cd19149136154ef1c61e1,2026-06-25T08:25:12.482760+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\e366c467d86d7b20867326f9.json,中信证券,2026-05-11,结果公示,专业及金融服务,人力与外包服务,统一客户联络中心关于采购单向视频开户人工回访业务外包服务的立项请示,竞争性磋商,,,,,,,,,北京鸿联九五信息产业有限公司
citic_securities,e5386973c6b3320a3739fc85.md,caddeb2a15060eeb832839c6998e3a5992a93d3e,2026-06-25T08:25:12.484503+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\e5386973c6b3320a3739fc85.json,中信期货,2026-04-14,结果公示,IT软硬件,网络与信息安全,2026年托管机房搬迁防火墙采购项目,询价,,,,,,,,,上海科普特信息系统有限公司
citic_securities,e77ab5d88dd26bc059713c0d.md,c089e9fb223f2cf2a8791a34196ce33d0e868803,2026-06-25T08:25:12.483210+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\e77ab5d88dd26bc059713c0d.json,中信证券,2026-06-02,结果公示,IT软硬件,业务系统与软件,关于GP4投资会计系统信创改造项目采购估值系统的请示,竞争性磋商,,,,,,,,,深圳市赢时胜信息技术股份有限公司
citic_securities,e8a3cee4e4b53717df10d222.md,53216d92d59e227fa38253edef274ab7d3b7b8ca,2026-06-25T08:25:12.484349+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\e8a3cee4e4b53717df10d222.json,中信期货,2026-06-16,结果公示,IT软硬件,IT运维与外包,关于向数码通采购通讯线路服务的申请,单一来源,,,,,,,,,数码通信息产业(集团)有限公司
citic_securities,e8c48390d7dabfcc86daebac.md,c02e86811e6517445716a2225e12a31692f2c40f,2026-06-25T08:25:12.489128+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\e8c48390d7dabfcc86daebac.json,中信期货,2026-04-02,结果公示,IT软硬件,业务系统与软件,易达柜台框架协议签署,单一来源,,,,,,,,,上海汉霖信息科技有限公司
citic_securities,ebd65ae0f182f43a7d6ccb96.md,994840afff3c29c14fb400417437fbd1ba09d520,2026-06-25T08:25:12.491487+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\ebd65ae0f182f43a7d6ccb96.json,中信证券,2026-04-28,结果公示,专业及金融服务,法律与合规服务,关于公司境内外常年法律顾问选聘的立项申请,竞争性磋商,,,,,,,,,北京市金杜律师事务所
citic_securities,ed29aeff1bfdc6e460dedbaf.md,8d5921f78ac3c4a6784a3a63223ec1d654bc15ed,2026-06-25T08:25:12.491286+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\ed29aeff1bfdc6e460dedbaf.json,中信证券,2026-06-01,结果公示,IT软硬件,基础算力与云存储,关于2026年上海金桥机房互联网线路扩容项目采购的请示,单一来源,,,,,,,,,数码通信息产业（集团）有限公司
citic_securities,f268c960d322dd1547baf623.md,974c08519bdf1c5a03267cb26e83fc3afe073e5e,2026-06-25T08:25:12.491050+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\f268c960d322dd1547baf623.json,中信期货,2026-05-06,结果公示,专业及金融服务,营销与投研数据,期货资讯数据2026年采购项目,竞争性磋商,,,,,,,,,广州金十信息科技有限公司
citic_securities,f5ccea9284d285d5b16a77cf.md,53b1242d088d1085949ec32bd71b7702a15a266e,2026-06-25T08:25:12.491729+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\f5ccea9284d285d5b16a77cf.json,中信证券,2026-06-15,结果公示,IT软硬件,IT运维与外包,关于容器平台ETCD修复及高可用加固项目的采购申请,竞争性磋商,,,,,,,,,网鼎明天科技有限公司
citic_securities,f6565acd99a775e7123c1581.md,5aecff33b1eb6a4142b02c3f8ee3b9dc1b4df952,2026-06-25T08:25:12.514025+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\f6565acd99a775e7123c1581.json,中信证券,2026-06-02,结果公示,IT软硬件,业务系统与软件,关于权益投资部Axioma优化器许可2026年采购申请,单一来源,,,,,,,,,Axioma (HK) Limited
citic_securities,f67164a59ae2596b6ecabc38.md,b9d106edd1aee0d350f77822cf42c81313457c41,2026-06-25T08:25:12.491604+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\f67164a59ae2596b6ecabc38.json,中信证券,2026-05-27,结果公示,IT软硬件,业务系统与软件,关于自营统计平台信创改造产品模块开发服务采购的请示,单一来源,,,,,,,,,福建新意科技有限公司
citic_securities,f95d957379ed192c782555c1.md,04a89f13ae7309958331dddec394c91161dce451,2026-06-25T08:25:12.511044+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\f95d957379ed192c782555c1.json,中信证券,2026-06-22,结果公示,IT软硬件,IT运维与外包,2026-2027年度恒生TA系统运维服务项目,单一来源,,,,,,,,,恒生电子股份有限公司
citic_securities,fad56900cad7b32a16ae1fc9.md,0abb045e3aabd6abcc68c2486b41bf2b324c4e87,2026-06-25T08:25:12.502363+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\fad56900cad7b32a16ae1fc9.json,中信证券,2026-04-27,结果公示,IT软硬件,基础算力与云存储,关于2026年北京移动东坝IDC及互联网项目采购的请示,单一来源,,,,,,,,,中国移动通信集团北京有限公司
citic_securities,ff8322502841537729f4952a.md,02b83b6fb84c51fd7fbf3d0f437a53426b408652,2026-06-25T08:25:12.511467+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\ff8322502841537729f4952a.json,中信期货,2026-06-03,结果公示,IT软硬件,基础算力与云存储,关于采购长途专线的申请,单一来源,,,,,,,,,数码通信息产业（集团）有限公司
citic_securities,ffd3130bef87656c471e36e4.md,2c2cba44eb6370956117e3d3ecf3f78a584e8d7f,2026-06-25T08:25:12.512063+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\ffd3130bef87656c471e36e4.json,中信证券,2026-05-18,结果公示,IT软硬件,业务系统与软件,固定收益柜台系统2026年结算项目,单一来源,,,,,,,,,深圳市金证科技股份有限公司
dongguan_securities,002662269e3f2bbfd84eeaef.md,3bda4edeaa14f711884df5bff24cd60dc8094a64,2026-06-25T08:25:12.511250+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\002662269e3f2bbfd84eeaef.json,东莞证券,2026-01-15,结果公示,专业及金融服务,营销与投研数据,东莞证券2026年Wind金融终端采购项目,单一来源,,,,,,,,,
dongguan_securities,1b927654c83f6748087ebd8a.md,00b4e2431745f3cd2c659c205a9a2778391575b4,2026-06-25T08:25:12.511523+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\1b927654c83f6748087ebd8a.json,东莞证券,2025-09-05,结果公示,IT软硬件,业务系统与软件,东莞证券掌证宝沪深港通交易信息披露机制调整项目,,,,,,,,,,
dongguan_securities,2129ab5d4851c7c6e0582617.md,3f0a87cef8db04606ccd50db1d8939405787ce12,2026-06-25T08:25:12.515132+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\2129ab5d4851c7c6e0582617.json,东证招标,,采购招标,其他,其他未分类,东证招标,,,,,,,,,,
dongguan_securities,3c0545296c36b4b4b43e7e66.md,c92949e9c9fb337a237db9b856f3098beeff26d0,2026-06-25T08:25:12.515674+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\3c0545296c36b4b4b43e7e66.json,东莞证券,2025-12-12,结果公示,IT软硬件,基础算力与云存储,东莞证券XC容器云平台扩容节点维护服务,,,,,,,,,,
dongguan_securities,57f3f0f4bc38687131a73a54.md,d2b1d99d31e2c0c46c17b9440cd932c6d525a0e2,2026-06-29T01:23:51.011403+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\57f3f0f4bc38687131a73a54.json,,,,,,,,,,,,,,,,
dongguan_securities,61cfc4a6abf313eab9e6f1e7.md,64c324efcd27564114d1efeec0efa21e978a50a3,2026-06-25T08:25:12.526028+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\61cfc4a6abf313eab9e6f1e7.json,东莞证券,2026-01-06,结果公示,IT软硬件,IT运维与外包,东莞证券信息系统服务2026-2028年度合作项目,,,,,,,,,,
dongguan_securities,6e5d454bb333e7a4474b5c87.md,c9ddb4815342668f9d92a8ae03602484d3f9372e,2026-06-25T08:25:12.525248+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\6e5d454bb333e7a4474b5c87.json,东莞证券,2025-12-29,结果公示,专业及金融服务,营销与投研数据,东莞证券中央媒体资源采购项目（中国证券报）,,,,,,,,,,
dongguan_securities,8579414c99e518f3c61074e2.md,879cfd876dfc0b1170a70ec95a866ed91fd4d978,2026-06-25T08:25:12.524506+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\8579414c99e518f3c61074e2.json,东莞证券,2026-03-24,结果公示,其他,其他未分类,东莞证券第十一届投资大赛及第三届ETF大赛奖品采购,,,,,,,,,,
dongguan_securities,9600c7a6ce607a31175b075f.md,a4ba82efd867c6e4d0ab349c5feaf17e10ef1240,2026-06-25T08:25:12.534714+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\9600c7a6ce607a31175b075f.json,东莞证券,2025-12-24,结果公示,专业及金融服务,营销与投研数据,2026年同花顺iFinD金融终端采购项目,单一来源,,,,,,,,,
dongguan_securities,9a5f9f55779feca42cf079ae.md,6db2851b90fd473fffe2923f775c49798b70d1db,2026-06-29T01:23:51.805358+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\9a5f9f55779feca42cf079ae.json,,,,,,,,,,,,,,,,
dongguan_securities,a02cdbc58e3e4e01841fffa5.md,d9f81cc194328de4b432971395dc6c4f5b9ef6e1,2026-06-25T08:25:12.528767+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\a02cdbc58e3e4e01841fffa5.json,东莞证券,2025-09-19,结果公示,IT软硬件,业务系统与软件,东莞证券同花顺APP技术服务项目,,,,,,,,,,
dongguan_securities,a50d3a2364101fff4b99c3cf.md,5755a02377af35ac5045946eaf2efc2e70cb22f7,2026-06-29T01:23:55.214269+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\a50d3a2364101fff4b99c3cf.json,东莞证券,2026-06-29,采购招标,其他,其他未分类,退市整理板块每日风险提示公告,,,,,,,,,,
dongguan_securities,ad0dedc0343c1691d33692d7.md,2f53b48ee3bc8a41b14ed74e9232eebf69f99562,2026-06-25T08:25:12.529742+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\ad0dedc0343c1691d33692d7.json,东证,,采购招标,其他,其他未分类,东证招标,,,,,,,,,,
dongguan_securities,c4774c0c96aa9df80f0543cb.md,503fc5864346fdb184dd7898cb6a1a123384e32b,2026-06-25T08:25:12.541297+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\c4774c0c96aa9df80f0543cb.json,东莞证券,2025-12-24,结果公示,专业及金融服务,营销与投研数据,东莞证券中央媒体资源采购项目（证券时报）,,,,,,,,,,
dongguan_securities,c8feabe21c74b444516dba31.md,90458f347233319a6f9cc08e6461c20fcd79cc55,2026-06-25T08:25:12.531518+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\dongguan_securities\c8feabe21c74b444516dba31.json,东莞证券,2025-12-01,结果公示,IT软硬件,业务系统与软件,东莞证券财富通网上交易系统适老化功能模块和条件单功能模块采购项目,单一来源,,,,,,,,,
everbright_securities,1d05fdc9535203b0ab9c44e6.md,25d9bd85e68dba383f854fe0100cb49654a83bda,2026-06-25T08:25:12.533451+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\everbright_securities\1d05fdc9535203b0ab9c44e6.json,光大期货,2026-04-30,结果公示,IT软硬件,基础算力与云存储,2台超频服务器采购,单一来源,,,,,,,,,上海东融贸易有限公司
everbright_securities,34f1efe6f6815e6715806b48.md,ba796e82c46eae8775c3537f38a033de41aaba50,2026-06-25T08:25:12.534855+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\everbright_securities\34f1efe6f6815e6715806b48.json,光大证券,,采购招标,其他,工程装修与物业,光大证券总部大楼装修改造第三方审图项目,,,,,,,,,,
everbright_securities,37c565d53acf29d56fadb138.md,540d6e22f02760c44d929d4167a8055ece7aab12,2026-06-25T08:25:12.533611+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\everbright_securities\37c565d53acf29d56fadb138.json,光大证券,2024-01-26,采购招标,其他,工程装修与物业,武汉新华路营业部新址装修工程（装饰项目）,公开招标,,,,,,,,,
everbright_securities,4dfe574024067217a64609b6.md,21d9a72034160489f6a9a7c6508bfcc02de58060,2026-06-25T08:25:12.533889+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\everbright_securities\4dfe574024067217a64609b6.json,光大光子投资管理有限公司,2026-04-02,结果公示,IT软硬件,业务系统与软件,融航期货交易平台采购项目,单一来源,,,,,,,,,上海融航信息技术股份有限公司
everbright_securities,51d4c69b4fdba01e6e59c02d.md,467016965db341ca3ed8e507835b572022ce1bb8,2026-06-25T08:25:12.544535+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\everbright_securities\51d4c69b4fdba01e6e59c02d.json,光大期货,2026-03-31,结果公示,IT软硬件,业务系统与软件,ATP内外盘套利交易系统,单一来源,,,,,,,,,深圳奥统平技术有限公司
everbright_securities,54729e382d7cdcb62b2b137a.md,58fc4bd03bcf22df81246e9227fd1f194ecafabb,2026-06-25T08:25:12.539853+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\everbright_securities\54729e382d7cdcb62b2b137a.json,,2026-05-21,采购招标,其他,其他未分类,未命名项目,,,,,,,,,,
everbright_securities,5573692b2a34121c82b34e27.md,4c99e98c2b175efc5716eb65c0e7de51f31b89d9,2026-06-25T08:25:12.553033+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\everbright_securities\5573692b2a34121c82b34e27.json,光大证券,2024-01-08,采购招标,IT软硬件,基础算力与云存储,光大证券基础环境-数据库存储信创_2023_设备更新,公开招标,,,,,,,,,
everbright_securities,60a7a62151db01ae72ae8d40.md,327a00e3b7b1607c940545e5fc9ed087e0acba5e,2026-06-25T08:25:12.541676+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\everbright_securities\60a7a62151db01ae72ae8d40.json,光大证券,2024-04-29,采购招标,其他,行政与办公后勤,宁海气象北路营业部新址装修工程（家具项目）,公开招标,,,,,,,,,
everbright_securities,633fa4a9ac5eb708a4850acf.md,655e2b157cf2688b240cb3c9b1b5907fba129010,2026-06-25T08:25:12.546071+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\everbright_securities\633fa4a9ac5eb708a4850acf.json,光大期货,2026-03-16,结果公示,IT软硬件,业务系统与软件,2026年度融航AMS资管平台采购项目,单一来源,,,,,,,,,上海融航信息技术股份有限公司
everbright_securities,68d9ca0f14cb9c618b56d8da.md,7359b010430a7af3fc599e70f6d0ab21542cd453,2026-06-25T08:25:12.548278+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\everbright_securities\68d9ca0f14cb9c618b56d8da.json,光大光子投资管理有限公司,2026-04-02,结果公示,专业及金融服务,营销与投研数据,光大光子2026年万得终端数据服务采购项目,单一来源,,,,,,,,,万得信息技术股份有限公司
everbright_securities,7264e96769519c74852a0d8f.md,61b73f13b232506f2cc20ea61053a3fce4918368,2026-06-25T08:25:12.547171+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\everbright_securities\7264e96769519c74852a0d8f.json,光大期货,2026-05-13,结果公示,IT软硬件,业务系统与软件,易达期货期权交易系统,单一来源,,,,,,,,,上海汉霖信息科技有限公司
everbright_securities,79bc07e240697d965934dcab.md,74fb58bca97f40ebf4c11c76e59e166ab1576f62,2026-06-25T08:25:12.551154+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\everbright_securities\79bc07e240697d965934dcab.json,光大期货,2026-03-17,结果公示,IT软硬件,基础算力与云存储,郑州电信机房运营商线路采购项目,单一来源,,,,,,,,,中国电信集团有限公司郑州分公司
everbright_securities,7b01f4da248f5020077040d6.md,6dc15bd1c05193e5cedad7346ae86dd19e5ef1a3,2026-06-25T08:25:12.551693+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\everbright_securities\7b01f4da248f5020077040d6.json,光大证券,2024-01-29,采购招标,IT软硬件,网络与信息安全,光大证券基础环境_安全互联网信息系统渗透测试_2023_服务,公开招标,,,,,,,,,
everbright_securities,7ee70820474bbf6e90c13126.md,c122a7e6364b3168cd28b06302285240790a4bde,2026-06-25T08:25:12.553680+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\everbright_securities\7ee70820474bbf6e90c13126.json,光大证券,,采购招标,其他,工程装修与物业,光大证券总部大楼装修改造结构检测项目,公开招标,,,,,,,,,
